"Entity ID","Common Name","Scientific Name","Where Listed","Species Group","FWS Lead Region","ESA Listing Status","Critical Habitat Type","Federal Register Publication","Critical Habitat Shapefile","tsn","Acres and Miles"
"1175","Haha","Cyanea acuminata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","34673","39277.1 acres"
"1176","Haha","Cyanea remyi","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","34739","8114.7 acres"
"1177","Hau kuahiwi","Hibiscadelphus woodii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","507890","846.1 acres"
"1178","Kamakahala","Labordia tinifolia var. wahiawaensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","528655","2244.4 acres"
"1179","`Akoko","Euphorbia herbstii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","513383","7295.0 acres"
"1180","`Akoko","Euphorbia rockii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","501457","30094.1 acres"
"1181","Haha","Cyanea koolauensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","507716","25106.1 acres"
"1182","Haha","Cyanea longiflora","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","507718","7821.2 acres"
"1183","Nanu","Gardenia mannii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","35161","33612.0 acres"
"1184","No common name","Phyllostegia kaalaensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","565402","7295.0 acres"
"1185","Haha","Cyanea copelandii ssp. haleakalaensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","523919","41424.2 acres"
"1186","Haha","Cyanea hamatiflora ssp. hamatiflora","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","523926","48230.7 acres"
"1187","Kohe malama malama o Kanaloa","Kanaloa kahoolawensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","507828","6136.0 acres"
"1188","`Oha wai","Clermontia samuelii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","34664","37234.5 acres"
"1189","Sedge, golden","Carex lutea","Wherever found","Flowering Plants","Region 4","Endangered","Final","Federal Register (2011-03-01)","Download","507766","139.0 acres"
"1193","Palai la`au","Adenophorus periens","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","17844","68550.0 acres"
"1194","No common name","Asplenium peruvianum var. insulare","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","17403","60218.9 acres"
"1196","No common name","Asplenium dielerectum","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","897121","45314.6 acres"
"1197","No common name","Asplenium (=Diellia) dielfalcatum (=falcata)","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","897132","9254.7 acres"
"1198","No common name","Diplazium molokaiense","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","17517","56030.2 acres"
"1200","Ihi`ihi","Marsilea villosa","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","18001","3979.1 acres"
"1202","No common name","Pteris lidgatei","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","897692","40940.5 acres"
"1205","Pauoa","Ctenitis squamigera","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","17473","49670.7 acres"
"1207","Wawae`iole","Phlegmariurus mannii","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","202453","55581.5 acres"
"1208","Wawae`iole","Phlegmariurus nutans","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","503080","31626.6 acres"
"1211","No common name","Asplenium unisorum","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","897129","7295.0 acres"
"1218","No common name","Asplenium dielpallidum","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2003-02-27)","Download","897136","1619.8 acres"
"1220","Lichen, rock gnome","Gymnoderma lineare","Wherever found","Lichens","Region 4","Endangered","Not Prudent","Federal Register (2001-10-09)","","189994",""
"1221","Kite, Everglade snail","Rostrhamus sociabilis plumbeus","Wherever found","Birds","Region 4","Endangered","Final","Federal Register (1977-09-22)","Download","175296","840153.6 acres"
"1223","`Akoko","Euphorbia deppeana","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","28157","4978.1 acres"
"1224","haha","Cyanea crispa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","507713","32053.0 acres"
"1226","No common name","Neraudia angulata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","19174","7755.8 acres"
"1230","Ha`iwale","Cyrtandra munroi","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","34207","6484.1 acres"
"1232","Kamakahala","Labordia tinifolia var. lanaiensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Exempted or Excluded please see Federal Register Document","528653","0 Acres or Miles"
"1233","Daisy, Willamette","Erigeron decumbens","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2006-10-31)","Download","35848","642.9 acres"
"1237","Fox, Santa Catalina Island","Urocyon littoralis catalinae","Wherever found","Mammals","Region 8","Threatened","Final","Federal Register (2005-11-09)","Exempted or Excluded please see Federal Register Document","726904","0 Acres or Miles"
"1241","White-eye, Rota bridled","Zosterops rotensis","Wherever found","Birds","Region 1","Endangered","Final","Federal Register (2006-09-12)","Download","915838","3966.0 acres"
"1245","Snail, Pecos assiminea","Assiminea pecos","Wherever found","Snails","Region 2","Endangered","Final","Federal Register (2011-06-07)","Download","567248","459.1 acres"
"1246","Springsnail, Roswell","Pyrgulopsis roswellensis","Wherever found","Snails","Region 2","Endangered","Final","Federal Register (2011-06-07)","Download","568233","61.0 acres"
"1247","Springsnail, Koster's","Juturnia kosteri","Wherever found","Snails","Region 2","Endangered","Final","Federal Register (2011-06-07)","Download","1132536","61.0 acres"
"1248","fly, Hawaiian picture-wing","Drosophila aglaia","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2008-12-04)","Download","146380","287.6 acres"
"1249","fly, Hawaiian picture-wing","Drosophila heteroneura","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2008-12-04)","Download","-781","4560.8 acres"
"1250","picture-wing fly, Hawaiian","Drosophila montgomeryi","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2008-12-04)","Download","-45","814.7 acres"
"1251","fly, Hawaiian picture-wing","Drosophila mulli","Wherever found","Insects","Region 1","Threatened","Final","Federal Register (2008-12-04)","Download","-760","690.9 acres"
"1252","fly, Hawaiian picture-wing","Drosophila musaphilia","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2008-12-04)","Download","146515","789.9 acres"
"1253","picture-wing fly, Hawaiian","Drosophila neoclavisetae","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2008-12-04)","Download","-689","134.0 acres"
"1254","fly, Hawaiian picture-wing","Drosophila obatai","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2008-12-04)","Download","-872","105.5 acres"
"1255","fly, Hawaiian picture-wing","Drosophila substenoptera","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2008-12-04)","Download","-460","324.2 acres"
"1256","fly, Hawaiian picture-wing","Drosophila tarphytrichia","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2008-12-04)","Download","146579","814.7 acres"
"1257","fly, Hawaiian picture-wing","Drosophila hemipeza","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2008-12-04)","Download","-811","926.5 acres"
"1258","fly, Hawaiian picture-wing","Drosophila ochrobasis","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2008-12-04)","Download","-832","427.9 acres"
"1259","fly, Hawaiian picture-wing","Drosophila differens","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2008-12-04)","Download","-1020","967.9 acres"
"1260","Butterfly, Sacramento Mountains checkerspot","Euphydryas anicia cloudcrofti","Wherever found","Insects","Region 2","Endangered","Proposed","Federal Register (2023-08-10)","Download","779343","1685.5 acres"
"1261","Amphipod, Noel's","Gammarus desperatus","Wherever found","Crustaceans","Region 2","Endangered","Final","Federal Register (2011-06-07)","Download","656839","64.4 acres"
"1262","meadowfoam, large-flowered woolly","Limnanthes pumila ssp. grandiflora","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-07-21)","Download","196070","5500.5 acres"
"1263","Lomatium, Cook's","Lomatium cookii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-07-21)","Download","503533","6164.5 acres"
"1267","Polygonum, Scotts Valley","Polygonum hickmanii","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2003-04-08)","Download","565425","278.2 acres"
"1278","Haha","Cyanea eleeleensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","506924","4992.8 acres"
"1283","beardtongue, Parachute","Penstemon debilis","Wherever found","Flowering Plants","Region 6","Threatened","Final","Federal Register (2012-08-13)","Download","504208","15190.5 acres"
"1313","Salamander, West Virginia spring","Gyrinophilus subterraneus","Wherever found","Amphibians","Region 5","Proposed Endangered","Proposed","Federal Register (2023-12-20)","","208350",""
"1324","Silverspot","Speyeria nokomis nokomis","Wherever found","Insects","Region 6","Threatened","Not Prudent","Federal Register (2024-02-15)","","779135",""
"1349","Ha`iwale","Cyrtandra oxybapha","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","501955","12464.7 acres"
"1358","Ramshorn, magnificent","Planorbella magnifica","Wherever found","Snails","Region 4","Endangered","Final","Federal Register (2023-08-18)","Download","76663","745.3 acres"
"1361","Damselfly, blackline Hawaiian","Megalagrion nigrohamatum nigrolineatum","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","722170","25106.1 acres"
"1369","Pigtoe, fuzzy","Pleurobema strodeanum","Wherever found","Clams","Region 4","Threatened","Final","Federal Register (2012-10-10)","Download","80113","17002.2 acres; 1201.2 miles"
"1378","spineflower, Scotts Valley","Chorizanthe robusta var. hartwegii","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2002-05-29)","Download","527355","278.2 acres"
"1380","springsnail, San Bernardino","Pyrgulopsis bernardina","Wherever found","Snails","Region 2","Threatened","Final","Federal Register (2012-04-17)","Download","568188","0.5 acres"
"1400","Gladecress, Texas golden","Leavenworthia texana","Wherever found","Flowering Plants","Region 2","Endangered","Final","Federal Register (2013-09-11)","Download","515727","1179.4 acres"
"1497","Hala pepe","Dracaena fernaldii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Exempted or Excluded please see Federal Register Document","810312","0 Acres or Miles"
"1502","`Akoko","Euphorbia eleanoriae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","845511","3336.1 acres"
"1521","Kolea","Myrsine mezii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","23919","17216.0 acres"
"1535","Flax, sand","Linum arenicola","","Flowering Plants","Region 4","Endangered","Proposed","Federal Register (2022-10-14)","","29230",""
"1559","Kidneyshell, fluted","Ptychobranchus subtentus","Wherever found","Clams","Region 4","Endangered","Final","Federal Register (2013-09-26)","Download","80162","21438.1 acres; 1109.5 miles"
"1583","Skink, Cedar Key mole","Plestiodon egregius insularis","Wherever found","Reptiles","Region 4","Proposed Endangered","Proposed","Federal Register (2024-08-08)","Download","1183865","2621.5 acres"
"1607","`Akoko","Euphorbia remyi var. remyi","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","845670","25873.4 acres"
"1609","Alani","Melicope degeneri","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","196022","14275.3 acres"
"1636","Haha","Cyanea purpurellifolia","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","507720","30094.1 acres"
"1678","Twistflower, bracted","Streptanthus bracteatus","Wherever found","Flowering Plants","Region 2","Threatened","Final","Federal Register (2023-04-11)","Download","23343","1501.1 acres"
"1693","Hulumoa","Korthalsella degeneri","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","27915","1436.0 acres"
"1707","toad, Yosemite","Anaxyrus canorus","Wherever found","Amphibians","Region 8","Threatened","Final","Federal Register (2016-08-26)","Download","773515","748697.2 acres"
"1710","Gladecress, Fleshy-fruit","Leavenworthia crassa","Wherever found","Flowering Plants","Region 4","Endangered","Final","Federal Register (2014-08-26)","Download","503348","18.0 acres"
"1723","Whitlow-wort, bushy","Paronychia congesta","","Flowering Plants","Region 2","Proposed Endangered","Proposed","Federal Register (2024-03-19)","Download","20328","32.8 acres"
"1740","Frog, mountain yellow-legged","Rana muscosa","Northern California DPS","Amphibians","Region 8","Endangered","Final","Federal Register (2016-08-26)","Download","173454","220547.3 acres"
"1783","gartersnake, northern Mexican","Thamnophis eques megalops","Wherever found","Reptiles","Region 2","Threatened","Final","Federal Register (2021-04-28)","Download","209125","20277.2 acres"
"1831","Bladderpod, Short's","Physaria globosa","Wherever found","Flowering Plants","Region 4","Endangered","Final","Federal Register (2014-08-26)","Download","823242","708.7 acres"
"1881","Sunflower, Whorled","Helianthus verticillatus","","Flowering Plants","Region 4","Endangered","Final","Federal Register (2014-08-26)","Download","780365","1524.3 acres"
"1935","Pine, whitebark","Pinus albicaulis","Wherever found","Conifers and Cycads","Region 6","Threatened","Not Prudent","Federal Register (2020-12-02)","","183311",""
"1968","Haha","Cyanea kunthiana","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","34709","53161.1 acres"
"1984","Butterfly, Hermes copper","Lycaena hermes","Wherever found","Insects","Region 8","Threatened","Final","Federal Register (2021-12-21)","Download","777791","34571.7 acres"
"1989","Snail, Lanai tree","Partulina semicarinata","Wherever found","Snails","Region 1","Endangered","Final","Federal Register (2016-03-30)","Exempted or Excluded please see Federal Register Document","-886","0 Acres or Miles"
"2084","Snake, Key ring-necked","Diadophis punctatus acricus","Wherever found","Reptiles","Region 4","Proposed Endangered","Proposed","Federal Register (2022-10-14)","Download","209168","2626.0 acres"
"2085","Ha`iwale","Cyrtandra filipes","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","34142","23350.5 acres"
"2118","`Awikiwiki","Canavalia napaliensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","501185","2619.8 acres"
"2154","Na`ena`e","Dubautia waialealae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","38767","14275.3 acres"
"2238","skink, Florida Keys mole","Plestiodon egregius egregius","Wherever found","Reptiles","Region 4","Proposed Threatened","Proposed","Federal Register (2022-09-27)","Download","1183864","7065.5 acres"
"2265","Kaulu","Pteralyxia macrocarpa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","30206","40337.3 acres"
"2268","No common name","Doryopteris takeuchii","Wherever found","Ferns and Allies","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","897683","295.9 acres"
"2273","Ha`iwale","Cyrtandra sessilis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","34241","30094.1 acres"
"2278","Ko`oko`olau","Bidens amplectens","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","35735","1473.2 acres"
"2404","No common name","Schiedea attenuata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","507732","707.3 acres"
"2448","(Rainbow Trout) Steelhead","Oncorhynchus (=Salmo) mykiss","Northern California DPS","Fishes","NOAA","Threatened","Final","Federal Register (2005-09-02)","","161989",""
"2458","ivesia, Webber's","Ivesia webberi","Wherever found","Flowering Plants","Region 8","Threatened","Final","Federal Register (2014-06-03)","Download","25241","1750.7 acres"
"2507","Blindcat, widemouth","Satan eurystomus","Wherever found","Fishes","Region 2","Proposed Endangered","Not Prudent","Federal Register (2023-08-22)","","164031",""
"2510","Whale, North Atlantic Right","Eubalaena glacialis","Wherever found","Mammals","NOAA","Endangered","Final","Federal Register (2008-04-08)","","180537",""
"2514","Salmon, Chinook","Oncorhynchus (=Salmo) tshawytscha","Central Valley spring-run ESU","Fishes","NOAA","Threatened","Final","Federal Register (2005-09-02)","","161980",""
"2517","No common name","Stenogyne kealiae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","32848","8638.2 acres"
"2528","(Rainbow Trout) Steelhead","Oncorhynchus (=Salmo) mykiss","Upper Columbia River DPS","Fishes","NOAA","Threatened","Final","Federal Register (2000-02-16)","","161989",""
"2561","Rocksnail, interrupted (=Georgia)","Leptoxis foremani","Wherever found","Snails","Region 4","Endangered","Final","Federal Register (2010-11-02)","Download","71650","1596.9 acres; 64.9 miles"
"2619","Kopiko","Psychotria grandiflora","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","35098","17216.0 acres"
"2643","Floater, green","Lasmigona subviridis","Wherever found","Clams","Region 5","Proposed Threatened","Proposed","Federal Register (2023-07-26)","Download","80142","68366.5 acres"
"2683","`Ala `ala wai nui","Peperomia subpetiolata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","18277","21126.4 acres"
"2722","Tryonia, Quitobaquito","Tryonia quitobaquitae","Wherever found","Snails","Region 2","Proposed Endangered","Proposed","Federal Register (2023-09-13)","Download","568408","0.8 acres"
"2758","Nohoanu","Geranium hanaense","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","502758","21126.4 acres"
"2778","Kamakahala","Labordia helleri","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","29934","24839.0 acres"
"2810","Peppergrass, Slickspot","Lepidium papilliferum","","Flowering Plants","Region 1","Threatened","Final","Federal Register (2023-05-04)","Download","503383","76225.2 acres"
"2823","Manzanita, Franciscan","Arctostaphylos franciscana","Wherever found","Flowering Plants","Region 8","Endangered","Final","Federal Register (2013-12-20)","Download","184509","203.5 acres"
"2842","(Rainbow Trout) Steelhead","Oncorhynchus (=Salmo) mykiss","South-Central California Coast DPS","Fishes","NOAA","Threatened","Final","Federal Register (2005-09-02)","","161989",""
"2860","Haha","Cyanea obtusa","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","34727","14891.1 acres"
"2884","chinchweed, beardless","Pectis imberbis","Wherever found","Flowering Plants","Region 2","Endangered","Final","Federal Register (2021-06-15)","Download","38182","10377.6 acres"
"2891","Seal, Hawaiian monk","Monachus schauinslandi","Wherever found","Mammals","NOAA","Endangered","Final","Federal Register (2015-08-21)","","180661",""
"2917","Hornshell, Texas","Popenaias popeii","Wherever found","Clams","Region 2","Endangered","Proposed","Federal Register (2021-06-10)","Download","906907","36743.3 acres"
"2932","Waterdog, Neuse River","Necturus lewisi","Wherever found","Amphibians","Region 4","Threatened","Final","Federal Register (2021-06-09)","Download","173627","9365.7 acres; 642.2 miles"
"2934","No common name","Phyllostegia bracteata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","196152","65214.0 acres"
"2970","Kolea","Myrsine vaccinioides","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","503916","1473.9 acres"
"2977","Crayfish, Black Creek","Procambarus pictus","Wherever found","Crustaceans","Region 4","Proposed Endangered","Proposed","Federal Register (2024-09-10)","Download","97551","7505.0 acres"
"3049","Na`ena`e","Dubautia plantaginea ssp. magnifolia","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","524004","1026.6 acres"
"3054","loulu","Pritchardia lanigera","Wherever found","Flowering Plants","Region 1","Endangered","Not Prudent","Federal Register (2024-03-12)","","42481",""
"3069","Darter, trispot","Etheostoma trisella","Wherever found","Fishes","Region 4","Threatened","Final","Federal Register (2020-09-30)","Download","168444","11308.3 acres; 162.7 miles"
"3084","Kopiko","Psychotria hexandra var. oahuensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","566755","30094.1 acres"
"3154","Ho`awa","Pittosporum napaliense","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","24086","2619.8 acres"
"3175","Ma`oli`oli","Schiedea hawaiiensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2024-03-12)","Download","20207","6823.0 acres"
"3194","Pocket gopher, Roy Prairie","Thomomys mazama glacialis","Wherever found","Mammals","Region 1","Threatened","Final","Federal Register (2014-04-09)","Exempted or Excluded please see Federal Register Document","900454","0 Acres or Miles"
"3267","No common name","Varronia rupicola","Wherever found","Flowering Plants","Region 4","Threatened","Final","Federal Register (2014-09-09)","Download","523159","6602.5 acres"
"3271","gartersnake, narrow-headed","Thamnophis rufipunctatus","Wherever found","Reptiles","Region 2","Threatened","Final","Federal Register (2021-10-21)","Download","174148","22587.3 acres"
"3280","Sucker, Zuni bluehead","Catostomus discobolus yarrowi","Wherever found","Fishes","Region 2","Endangered","Final","Federal Register (2016-06-07)","Download","-304","2529.3 acres; 31.0 miles"
"3295","lupine, Lassics","Lupinus constancei","","Flowering Plants","Region 8","Endangered","Final","Federal Register (2023-10-05)","Download","503578","482.6 acres"
"3364","Hornsnail, rough","Pleurocera foremani","Wherever found","Snails","Region 4","Endangered","Final","Federal Register (2010-11-02)","Download","71557","1011.3 acres; 22.2 miles"
"3385","Snail, Lanai tree","Partulina variabilis","Wherever found","Snails","Region 1","Endangered","Final","Federal Register (2016-03-30)","Exempted or Excluded please see Federal Register Document","-24","0 Acres or Miles"
"3387","Pilo kea lau li`i","Melicope rostrata","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","28996","25873.4 acres"
"3388","Papala","Charpentiera densiflora","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","20788","7612.6 acres"
"3398","Salmon, Chinook","Oncorhynchus (=Salmo) tshawytscha","Snake River spring/summer-run ESU","Fishes","NOAA","Threatened","Final","Federal Register (1999-10-25)","","161980",""
"3412","Skipper, Dakota","Hesperia dacotae","Wherever found","Insects","Region 3","Threatened","Final","Federal Register (2015-10-01)","Download","706618","19976.5 acres"
"3472","Alani","Melicope christophersenii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","196018","665.0 acres"
"3492","Petrel, Black-capped","Pterodroma hasitata","Wherever found","Birds","Region 4","Endangered","Not Prudent","Federal Register (2018-10-09)","","174567",""
"3525","Darter, rush","Etheostoma phytophilum","Wherever found","Fishes","Region 4","Endangered","Final","Federal Register (2012-10-16)","Download","650190","191.7 acres; 26.4 miles"
"3540","Haha","Cyanea calycina","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","565107","39277.1 acres"
"3596","Shiner, sharpnose","Notropis oxyrhynchus","Wherever found","Fishes","Region 2","Endangered","Final","Federal Register (2014-08-04)","Download","163415","22631.0 acres; 583.3 miles"
"3645","Rabbitsfoot","Quadrula cylindrica cylindrica","Wherever found","Clams","Region 4","Threatened","Final","Federal Register (2015-04-30)","Download","80068","101048.1 acres; 1353.9 miles"
"3653","Nohoanu","Geranium hillebrandii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","895178","2011.2 acres"
"3654","(Rainbow Trout) Steelhead","Oncorhynchus (=Salmo) mykiss","Central California Coast DPS","Fishes","NOAA","Threatened","Final","Federal Register (2005-09-02)","","161989",""
"3671","No common name","Agave eggersiana","Wherever found","Flowering Plants","Region 4","Endangered","Final","Federal Register (2014-09-09)","Download","182671","42.9 acres"
"3686","Milkweed, Prostrate","Asclepias prostrata","","Flowering Plants","Region 2","Endangered","Final","Federal Register (2023-02-28)","Download","30294","639.3 acres"
"3722","Pinesnake, Louisiana","Pituophis ruthveni","Wherever found","Reptiles","Region 4","Threatened","Proposed","Federal Register (2022-10-06)","Download","563905","209173.8 acres"
"3728","Alani","Melicope makahae","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","196034","7295.0 acres"
"3737","Hala pepe","Dracaena forbesii","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2012-09-18)","Download","810314","9378.5 acres"
"3753","Alani","Melicope puberula","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","196048","19279.4 acres"
"3832","Kamakahala","Labordia pumila","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","29946","14275.3 acres"
"3833","Pigtoe, Georgia","Pleurobema hanleyianum","Wherever found","Clams","Region 4","Endangered","Final","Federal Register (2010-11-02)","Download","80101","1055.3 acres; 87.2 miles"
"3849","Salamander, Jemez Mountains","Plethodon neomexicanus","Wherever found","Amphibians","Region 2","Endangered","Final","Federal Register (2013-11-20)","Download","173663","90554.7 acres"
"3871","`Akoko","Euphorbia remyi var. kauaiensis","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","535386","6030.1 acres"
"3876","Tree snail, Newcomb's","Newcombia cumingi","Wherever found","Snails","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","-51","68.2 acres"
"3990","No common name","Gonocalyx concolor","Wherever found","Flowering Plants","Region 4","Endangered","Final","Federal Register (2014-09-09)","Download","502817","193.3 acres"
"4000","Fly, Hawaiian picture-wing","Drosophila digressa","Wherever found","Insects","Region 1","Endangered","Final","Federal Register (2024-03-12)","Download","-525","64067.0 acres"
"4007","Hoawa","Pittosporum hawaiiense","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2024-03-12)","Download","24081","97037.6 acres"
"4030","No common name","Schiedea salicaria","Wherever found","Flowering Plants","Region 1","Endangered","Final","Federal Register (2016-03-30)","Download","20222","3900.3 acres"
"4042","Bean, Choctaw","Obovaria choctawensis","Wherever found","Clams","Region 4","Endangered","Final","Federal Register (2012-10-10)","Download","983594","17004.9 acres; 1201.2 miles"
"4064","sage-grouse, Gunnison","Centrocercus minimus","Wherever found","Birds","Region 6","Threatened","Final","Federal Register (2014-11-20)","Download","677540","1426831.5 acres"
"4074","Lance, yellow","Elliptio lanceolata","Wherever found","Clams","Region 4","Threatened","Final","Federal Register (2021-04-08)","Download","79964","2770.4 acres"
"4086","Mucket, Neosho","Lampsilis rafinesqueana","Wherever found","Clams","Region 4","Endangered","Final","Federal Register (2015-04-30)","Download","80022","8626.4 acres; 500.3 miles"
"4090","Frog, Oregon spotted","Rana pretiosa","Wherever found","Amphibians","Region 1","Threatened","Final","Federal Register (2016-05-11)","Download","173458","65178.4 acres; 19.5 miles"
"4112","(Rainbow Trout) Steelhead","Oncorhynchus (=Salmo) mykiss","Upper Willamette River DPS","Fishes","NOAA","Threatened","Final","Federal Register (2000-02-16)","","161989",""
"4136","Akikiki","Oreomystis bairdi","Wherever found","Birds","Region 1","Endangered","Final","Federal Register (2010-04-13)","Download","179584","17216.0 acres"
